Product code,Station number,Year,Month,Monthly Precipitation Total (mm),Quality
IDCJAC0001,86071,1903,11,108.9,Y
IDCJAC0001,86071,1903,12,58.6,Y
IDCJAC0001,86071,1904,1,144.2,Y
IDCJAC0001,86071,1904,2,158.6,Y
IDCJAC0001,86071,1904,3,24.3,Y
IDCJAC0001,86071,1904,4,19.6,Y
IDCJAC0001,86071,1904,5,65,Y
IDCJAC0001,86071,1904,6,83.6,Y
IDCJAC0001,86071,1904,7,40.2,Y
IDCJAC0001,86071,1904,8,83.3,Y
IDCJAC0001,86071,1904,9,32.1,Y
IDCJAC0001,86071,1904,10,69,Y
IDCJAC0001,86071,1904,11,32.9,Y
IDCJAC0001,86071,1904,12,2.8,Y
IDCJAC0001,86071,1905,1,37.4,Y
IDCJAC0001,86071,1905,2,46.6,Y
IDCJAC0001,86071,1905,3,24.5,Y
IDCJAC0001,86071,1905,4,76.8,Y
IDCJAC0001,86071,1905,5,75.6,Y
IDCJAC0001,86071,1905,6,33.6,Y
IDCJAC0001,86071,1905,7,83.7,Y
IDCJAC0001,86071,1905,8,33.9,Y
IDCJAC0001,86071,1905,9,62.7,Y
IDCJAC0001,86071,1905,10,65.6,Y
IDCJAC0001,86071,1905,11,31.9,Y
IDCJAC0001,86071,1905,12,80.9,Y
IDCJAC0001,86071,1906,1,9.4,Y
IDCJAC0001,86071,1906,2,11.2,Y
IDCJAC0001,86071,1906,3,96.3,Y
IDCJAC0001,86071,1906,4,34.6,Y
IDCJAC0001,86071,1906,5,44.9,Y
IDCJAC0001,86071,1906,6,38.4,Y
IDCJAC0001,86071,1906,7,34.2,Y
IDCJAC0001,86071,1906,8,44.1,Y
IDCJAC0001,86071,1906,9,97.6,Y
IDCJAC0001,86071,1906,10,74.6,Y
IDCJAC0001,86071,1906,11,62.8,Y
IDCJAC0001,86071,1906,12,19,Y
IDCJAC0001,86071,1907,1,28.1,Y
IDCJAC0001,86071,1907,2,16.7,Y
IDCJAC0001,86071,1907,3,42.7,Y
IDCJAC0001,86071,1907,4,60.4,Y
IDCJAC0001,86071,1907,5,42.2,Y
IDCJAC0001,86071,1907,6,30.1,Y
IDCJAC0001,86071,1907,7,55.3,Y
IDCJAC0001,86071,1907,8,50.1,Y
IDCJAC0001,86071,1907,9,13.4,Y
IDCJAC0001,86071,1907,10,38.4,Y
IDCJAC0001,86071,1907,11,59.6,Y
IDCJAC0001,86071,1907,12,129.7,Y
IDCJAC0001,86071,1908,1,17.4,Y
IDCJAC0001,86071,1908,2,15.5,Y
IDCJAC0001,86071,1908,3,55.5,Y
IDCJAC0001,86071,1908,4,8.4,Y
IDCJAC0001,86071,1908,5,22.4,Y
IDCJAC0001,86071,1908,6,100.3,Y
IDCJAC0001,86071,1908,7,42.2,Y
IDCJAC0001,86071,1908,8,32.2,Y
IDCJAC0001,86071,1908,9,61.5,Y
IDCJAC0001,86071,1908,10,56.4,Y
IDCJAC0001,86071,1908,11,23.7,Y
IDCJAC0001,86071,1908,12,16.1,Y
IDCJAC0001,86071,1909,1,82.2,Y
IDCJAC0001,86071,1909,2,37.3,Y
IDCJAC0001,86071,1909,3,30.3,Y
IDCJAC0001,86071,1909,4,48.9,Y
IDCJAC0001,86071,1909,5,80,Y
IDCJAC0001,86071,1909,6,83.5,Y
IDCJAC0001,86071,1909,7,30.6,Y
IDCJAC0001,86071,1909,8,91.4,Y
IDCJAC0001,86071,1909,9,47,Y
IDCJAC0001,86071,1909,10,41,Y
IDCJAC0001,86071,1909,11,15.6,Y
IDCJAC0001,86071,1909,12,70.5,Y
IDCJAC0001,86071,1910,1,24.9,Y
IDCJAC0001,86071,1910,2,9.8,Y
IDCJAC0001,86071,1910,3,55.6,Y
IDCJAC0001,86071,1910,4,23.8,Y
IDCJAC0001,86071,1910,5,62.9,Y
IDCJAC0001,86071,1910,6,34.1,Y
IDCJAC0001,86071,1910,7,63.1,Y
IDCJAC0001,86071,1910,8,22.8,Y
IDCJAC0001,86071,1910,9,106.6,Y
IDCJAC0001,86071,1910,10,71.4,Y
IDCJAC0001,86071,1910,11,59.2,Y
IDCJAC0001,86071,1910,12,92.6,Y
IDCJAC0001,86071,1911,1,32.7,Y
IDCJAC0001,86071,1911,2,135.9,Y
IDCJAC0001,86071,1911,3,190.7,Y
IDCJAC0001,86071,1911,4,28.5,Y
IDCJAC0001,86071,1911,5,85.1,Y
IDCJAC0001,86071,1911,6,94.7,Y
IDCJAC0001,86071,1911,7,57.8,Y
IDCJAC0001,86071,1911,8,34.8,Y
IDCJAC0001,86071,1911,9,77.7,Y
IDCJAC0001,86071,1911,10,64.5,Y
IDCJAC0001,86071,1911,11,35,Y
IDCJAC0001,86071,1911,12,93.3,Y
IDCJAC0001,86071,1912,1,12,Y
IDCJAC0001,86071,1912,2,23.9,Y
IDCJAC0001,86071,1912,3,18.9,Y
IDCJAC0001,86071,1912,4,59.2,Y
IDCJAC0001,86071,1912,5,34.3,Y
IDCJAC0001,86071,1912,6,32.6,Y
IDCJAC0001,86071,1912,7,51.3,Y
IDCJAC0001,86071,1912,8,42.3,Y
IDCJAC0001,86071,1912,9,59.8,Y
IDCJAC0001,86071,1912,10,33.5,Y
IDCJAC0001,86071,1912,11,60.4,Y
IDCJAC0001,86071,1912,12,90.3,Y
IDCJAC0001,86071,1913,1,9.4,Y
IDCJAC0001,86071,1913,2,30.2,Y
IDCJAC0001,86071,1913,3,131.1,Y
IDCJAC0001,86071,1913,4,34.5,Y
IDCJAC0001,86071,1913,5,79.2,Y
IDCJAC0001,86071,1913,6,36.4,Y
IDCJAC0001,86071,1913,7,18,Y
IDCJAC0001,86071,1913,8,47.3,Y
IDCJAC0001,86071,1913,9,35.2,Y
IDCJAC0001,86071,1913,10,37.5,Y
IDCJAC0001,86071,1913,11,43.2,Y
IDCJAC0001,86071,1913,12,37.7,Y
IDCJAC0001,86071,1914,1,36.9,Y
IDCJAC0001,86071,1914,2,3.9,Y
IDCJAC0001,86071,1914,3,43,Y
IDCJAC0001,86071,1914,4,43.9,Y
IDCJAC0001,86071,1914,5,64.8,Y
IDCJAC0001,86071,1914,6,39.9,Y
IDCJAC0001,86071,1914,7,46.7,Y
IDCJAC0001,86071,1914,8,17,Y
IDCJAC0001,86071,1914,9,27.7,Y
IDCJAC0001,86071,1914,10,7.5,Y
IDCJAC0001,86071,1914,11,60.1,Y
IDCJAC0001,86071,1914,12,81.7,Y
IDCJAC0001,86071,1915,1,41,Y
IDCJAC0001,86071,1915,2,19.9,Y
IDCJAC0001,86071,1915,3,6.4,Y
IDCJAC0001,86071,1915,4,58.6,Y
IDCJAC0001,86071,1915,5,100.9,Y
IDCJAC0001,86071,1915,6,53.1,Y
IDCJAC0001,86071,1915,7,43.9,Y
IDCJAC0001,86071,1915,8,54.4,Y
IDCJAC0001,86071,1915,9,55.9,Y
IDCJAC0001,86071,1915,10,72.1,Y
IDCJAC0001,86071,1915,11,13.1,Y
IDCJAC0001,86071,1915,12,13.9,Y
IDCJAC0001,86071,1916,1,112.3,Y
IDCJAC0001,86071,1916,2,51.2,Y
IDCJAC0001,86071,1916,3,27.2,Y
IDCJAC0001,86071,1916,4,52.5,Y
IDCJAC0001,86071,1916,5,24.8,Y
IDCJAC0001,86071,1916,6,41.3,Y
IDCJAC0001,86071,1916,7,39.2,Y
IDCJAC0001,86071,1916,8,57,Y
IDCJAC0001,86071,1916,9,201.6,Y
IDCJAC0001,86071,1916,10,78.5,Y
IDCJAC0001,86071,1916,11,170.5,Y
IDCJAC0001,86071,1916,12,111.4,Y
IDCJAC0001,86071,1917,1,44.6,Y
IDCJAC0001,86071,1917,2,49,Y
IDCJAC0001,86071,1917,3,35.9,Y
IDCJAC0001,86071,1917,4,47.1,Y
IDCJAC0001,86071,1917,5,56,Y
IDCJAC0001,86071,1917,6,92.4,Y
IDCJAC0001,86071,1917,7,36,Y
IDCJAC0001,86071,1917,8,57.2,Y
IDCJAC0001,86071,1917,9,86.9,Y
IDCJAC0001,86071,1917,10,92.7,Y
IDCJAC0001,86071,1917,11,106.4,Y
IDCJAC0001,86071,1917,12,73.5,Y
IDCJAC0001,86071,1918,1,62.1,Y
IDCJAC0001,86071,1918,2,27.5,Y
IDCJAC0001,86071,1918,3,113.4,Y
IDCJAC0001,86071,1918,4,41.1,Y
IDCJAC0001,86071,1918,5,79.1,Y
IDCJAC0001,86071,1918,6,44.7,Y
IDCJAC0001,86071,1918,7,44.4,Y
IDCJAC0001,86071,1918,8,69.6,Y
IDCJAC0001,86071,1918,9,87.6,Y
IDCJAC0001,86071,1918,10,59.9,Y
IDCJAC0001,86071,1918,11,13.3,Y
IDCJAC0001,86071,1918,12,48.2,Y
IDCJAC0001,86071,1919,1,17,Y
IDCJAC0001,86071,1919,2,92.8,Y
IDCJAC0001,86071,1919,3,164.8,Y
IDCJAC0001,86071,1919,4,18.7,Y
IDCJAC0001,86071,1919,5,42.4,Y
IDCJAC0001,86071,1919,6,32.1,Y
IDCJAC0001,86071,1919,7,59.6,Y
IDCJAC0001,86071,1919,8,14.7,Y
IDCJAC0001,86071,1919,9,26.8,Y
IDCJAC0001,86071,1919,10,41.7,Y
IDCJAC0001,86071,1919,11,29.5,Y
IDCJAC0001,86071,1919,12,93.7,Y
IDCJAC0001,86071,1920,1,38.6,Y
IDCJAC0001,86071,1920,2,15.3,Y
IDCJAC0001,86071,1920,3,27.5,Y
IDCJAC0001,86071,1920,4,65.8,Y
IDCJAC0001,86071,1920,5,50.5,Y
IDCJAC0001,86071,1920,6,78.8,Y
IDCJAC0001,86071,1920,7,39.1,Y
IDCJAC0001,86071,1920,8,80.8,Y
IDCJAC0001,86071,1920,9,122.2,Y
IDCJAC0001,86071,1920,10,94.6,Y
IDCJAC0001,86071,1920,11,81.7,Y
IDCJAC0001,86071,1920,12,25.2,Y
IDCJAC0001,86071,1921,1,114.2,Y
IDCJAC0001,86071,1921,2,38.1,Y
IDCJAC0001,86071,1921,3,25.8,Y
IDCJAC0001,86071,1921,4,15.3,Y
IDCJAC0001,86071,1921,5,69.7,Y
IDCJAC0001,86071,1921,6,39.9,Y
IDCJAC0001,86071,1921,7,61.2,Y
IDCJAC0001,86071,1921,8,77.7,Y
IDCJAC0001,86071,1921,9,92.4,Y
IDCJAC0001,86071,1921,10,93,Y
IDCJAC0001,86071,1921,11,66.5,Y
IDCJAC0001,86071,1921,12,63.5,Y
IDCJAC0001,86071,1922,1,30.1,Y
IDCJAC0001,86071,1922,2,92.2,Y
IDCJAC0001,86071,1922,3,11.1,Y
IDCJAC0001,86071,1922,4,35.4,Y
IDCJAC0001,86071,1922,5,68.5,Y
IDCJAC0001,86071,1922,6,46.2,Y
IDCJAC0001,86071,1922,7,67.9,Y
IDCJAC0001,86071,1922,8,63.1,Y
IDCJAC0001,86071,1922,9,64.4,Y
IDCJAC0001,86071,1922,10,80.1,Y
IDCJAC0001,86071,1922,11,26.6,Y
IDCJAC0001,86071,1922,12,51.4,Y
IDCJAC0001,86071,1923,1,25.2,Y
IDCJAC0001,86071,1923,2,15.5,Y
IDCJAC0001,86071,1923,3,8.4,Y
IDCJAC0001,86071,1923,4,0,Y
IDCJAC0001,86071,1923,5,50,Y
IDCJAC0001,86071,1923,6,58,Y
IDCJAC0001,86071,1923,7,72.2,Y
IDCJAC0001,86071,1923,8,44.8,Y
IDCJAC0001,86071,1923,9,58.6,Y
IDCJAC0001,86071,1923,10,93,Y
IDCJAC0001,86071,1923,11,70.8,Y
IDCJAC0001,86071,1923,12,79.4,Y
IDCJAC0001,86071,1924,1,72.9,Y
IDCJAC0001,86071,1924,2,96.2,Y
IDCJAC0001,86071,1924,3,146.7,Y
IDCJAC0001,86071,1924,4,93,Y
IDCJAC0001,86071,1924,5,21.3,Y
IDCJAC0001,86071,1924,6,30.3,Y
IDCJAC0001,86071,1924,7,22.1,Y
IDCJAC0001,86071,1924,8,103,Y
IDCJAC0001,86071,1924,9,58,Y
IDCJAC0001,86071,1924,10,99.9,Y
IDCJAC0001,86071,1924,11,108.8,Y
IDCJAC0001,86071,1924,12,75.6,Y
IDCJAC0001,86071,1925,1,80.8,Y
IDCJAC0001,86071,1925,2,28.8,Y
IDCJAC0001,86071,1925,3,15.8,Y
IDCJAC0001,86071,1925,4,37.8,Y
IDCJAC0001,86071,1925,5,37.5,Y
IDCJAC0001,86071,1925,6,24,Y
IDCJAC0001,86071,1925,7,58.6,Y
IDCJAC0001,86071,1925,8,34.7,Y
IDCJAC0001,86071,1925,9,41.1,Y
IDCJAC0001,86071,1925,10,28,Y
IDCJAC0001,86071,1925,11,51.2,Y
IDCJAC0001,86071,1925,12,9.4,Y
IDCJAC0001,86071,1926,1,88.8,Y
IDCJAC0001,86071,1926,2,1.3,Y
IDCJAC0001,86071,1926,3,34.8,Y
IDCJAC0001,86071,1926,4,50,Y
IDCJAC0001,86071,1926,5,61.9,Y
IDCJAC0001,86071,1926,6,72,Y
IDCJAC0001,86071,1926,7,37,Y
IDCJAC0001,86071,1926,8,39.5,Y
IDCJAC0001,86071,1926,9,29.3,Y
IDCJAC0001,86071,1926,10,47.1,Y
IDCJAC0001,86071,1926,11,28,Y
IDCJAC0001,86071,1926,12,32.1,Y
IDCJAC0001,86071,1927,1,15.3,Y
IDCJAC0001,86071,1927,2,19,Y
IDCJAC0001,86071,1927,3,34.1,Y
IDCJAC0001,86071,1927,4,14.5,Y
IDCJAC0001,86071,1927,5,48.9,Y
IDCJAC0001,86071,1927,6,34.5,Y
IDCJAC0001,86071,1927,7,72.2,Y
IDCJAC0001,86071,1927,8,49.3,Y
IDCJAC0001,86071,1927,9,44.2,Y
IDCJAC0001,86071,1927,10,62.3,Y
IDCJAC0001,86071,1927,11,30.4,Y
IDCJAC0001,86071,1927,12,33.6,Y
IDCJAC0001,86071,1928,1,102.8,Y
IDCJAC0001,86071,1928,2,116.1,Y
IDCJAC0001,86071,1928,3,106.4,Y
IDCJAC0001,86071,1928,4,22.3,Y
IDCJAC0001,86071,1928,5,56.8,Y
IDCJAC0001,86071,1928,6,37.1,Y
IDCJAC0001,86071,1928,7,16.6,Y
IDCJAC0001,86071,1928,8,21.1,Y
IDCJAC0001,86071,1928,9,28.7,Y
IDCJAC0001,86071,1928,10,55.4,Y
IDCJAC0001,86071,1928,11,30.6,Y
IDCJAC0001,86071,1928,12,19.8,Y
IDCJAC0001,86071,1929,1,34.8,Y
IDCJAC0001,86071,1929,2,79.6,Y
IDCJAC0001,86071,1929,3,99.7,Y
IDCJAC0001,86071,1929,4,99.3,Y
IDCJAC0001,86071,1929,5,47.3,Y
IDCJAC0001,86071,1929,6,28.6,Y
IDCJAC0001,86071,1929,7,40.9,Y
IDCJAC0001,86071,1929,8,51,Y
IDCJAC0001,86071,1929,9,42.4,Y
IDCJAC0001,86071,1929,10,71.6,Y
IDCJAC0001,86071,1929,11,74.5,Y
IDCJAC0001,86071,1929,12,63.6,Y
IDCJAC0001,86071,1930,1,3.6,Y
IDCJAC0001,86071,1930,2,68.8,Y
IDCJAC0001,86071,1930,3,11.8,Y
IDCJAC0001,86071,1930,4,44.7,Y
IDCJAC0001,86071,1930,5,82.8,Y
IDCJAC0001,86071,1930,6,48,Y
IDCJAC0001,86071,1930,7,37.9,Y
IDCJAC0001,86071,1930,8,75.1,Y
IDCJAC0001,86071,1930,9,32.3,Y
IDCJAC0001,86071,1930,10,53.9,Y
IDCJAC0001,86071,1930,11,59.8,Y
IDCJAC0001,86071,1930,12,128.6,Y
IDCJAC0001,86071,1931,1,31.9,Y
IDCJAC0001,86071,1931,2,30.5,Y
IDCJAC0001,86071,1931,3,139.7,Y
IDCJAC0001,86071,1931,4,71.6,Y
IDCJAC0001,86071,1931,5,68,Y
IDCJAC0001,86071,1931,6,97.9,Y
IDCJAC0001,86071,1931,7,53,Y
IDCJAC0001,86071,1931,8,47.8,Y
IDCJAC0001,86071,1931,9,51.5,Y
IDCJAC0001,86071,1931,10,21.3,Y
IDCJAC0001,86071,1931,11,100,Y
IDCJAC0001,86071,1931,12,15.3,Y
IDCJAC0001,86071,1932,1,0.3,Y
IDCJAC0001,86071,1932,2,67.2,Y
IDCJAC0001,86071,1932,3,107.7,Y
IDCJAC0001,86071,1932,4,137.9,Y
IDCJAC0001,86071,1932,5,15.3,Y
IDCJAC0001,86071,1932,6,53.5,Y
IDCJAC0001,86071,1932,7,48.2,Y
IDCJAC0001,86071,1932,8,82.9,Y
IDCJAC0001,86071,1932,9,20.8,Y
IDCJAC0001,86071,1932,10,130.7,Y
IDCJAC0001,86071,1932,11,16.6,Y
IDCJAC0001,86071,1932,12,110.2,Y
IDCJAC0001,86071,1933,1,44.4,Y
IDCJAC0001,86071,1933,2,5.9,Y
IDCJAC0001,86071,1933,3,37.8,Y
IDCJAC0001,86071,1933,4,14.1,Y
IDCJAC0001,86071,1933,5,37.8,Y
IDCJAC0001,86071,1933,6,37.9,Y
IDCJAC0001,86071,1933,7,83.7,Y
IDCJAC0001,86071,1933,8,52.4,Y
IDCJAC0001,86071,1933,9,30.5,Y
IDCJAC0001,86071,1933,10,39.7,Y
IDCJAC0001,86071,1933,11,62.4,Y
IDCJAC0001,86071,1933,12,120.3,Y
IDCJAC0001,86071,1934,1,91.3,Y
IDCJAC0001,86071,1934,2,27.9,Y
IDCJAC0001,86071,1934,3,3.7,Y
IDCJAC0001,86071,1934,4,144.5,Y
IDCJAC0001,86071,1934,5,3.8,Y
IDCJAC0001,86071,1934,6,44.1,Y
IDCJAC0001,86071,1934,7,41.9,Y
IDCJAC0001,86071,1934,8,50.2,Y
IDCJAC0001,86071,1934,9,41,Y
IDCJAC0001,86071,1934,10,156.6,Y
IDCJAC0001,86071,1934,11,133.2,Y
IDCJAC0001,86071,1934,12,115.1,Y
IDCJAC0001,86071,1935,1,99.3,Y
IDCJAC0001,86071,1935,2,78.6,Y
IDCJAC0001,86071,1935,3,40.9,Y
IDCJAC0001,86071,1935,4,150.9,Y
IDCJAC0001,86071,1935,5,39.8,Y
IDCJAC0001,86071,1935,6,53.6,Y
IDCJAC0001,86071,1935,7,47.9,Y
IDCJAC0001,86071,1935,8,36.3,Y
IDCJAC0001,86071,1935,9,50.7,Y
IDCJAC0001,86071,1935,10,73.4,Y
IDCJAC0001,86071,1935,11,52.3,Y
IDCJAC0001,86071,1935,12,38.9,Y
IDCJAC0001,86071,1936,1,33.1,Y
IDCJAC0001,86071,1936,2,14.8,Y
IDCJAC0001,86071,1936,3,13.4,Y
IDCJAC0001,86071,1936,4,109.3,Y
IDCJAC0001,86071,1936,5,23.1,Y
IDCJAC0001,86071,1936,6,68.1,Y
IDCJAC0001,86071,1936,7,112.3,Y
IDCJAC0001,86071,1936,8,43.8,Y
IDCJAC0001,86071,1936,9,26.5,Y
IDCJAC0001,86071,1936,10,61.1,Y
IDCJAC0001,86071,1936,11,46.1,Y
IDCJAC0001,86071,1936,12,67.4,Y
IDCJAC0001,86071,1937,1,64.5,Y
IDCJAC0001,86071,1937,2,41.4,Y
IDCJAC0001,86071,1937,3,31.5,Y
IDCJAC0001,86071,1937,4,36,Y
IDCJAC0001,86071,1937,5,31.8,Y
IDCJAC0001,86071,1937,6,32.2,Y
IDCJAC0001,86071,1937,7,31.1,Y
IDCJAC0001,86071,1937,8,33.3,Y
IDCJAC0001,86071,1937,9,43.2,Y
IDCJAC0001,86071,1937,10,154.8,Y
IDCJAC0001,86071,1937,11,10.2,Y
IDCJAC0001,86071,1937,12,36.2,Y
IDCJAC0001,86071,1938,1,36.7,Y
IDCJAC0001,86071,1938,2,47.6,Y
IDCJAC0001,86071,1938,3,29.4,Y
IDCJAC0001,86071,1938,4,26.8,Y
IDCJAC0001,86071,1938,5,19.9,Y
IDCJAC0001,86071,1938,6,102.2,Y
IDCJAC0001,86071,1938,7,57.2,Y
IDCJAC0001,86071,1938,8,25.2,Y
IDCJAC0001,86071,1938,9,18.6,Y
IDCJAC0001,86071,1938,10,30.1,Y
IDCJAC0001,86071,1938,11,37.4,Y
IDCJAC0001,86071,1938,12,17.6,Y
IDCJAC0001,86071,1939,1,8,Y
IDCJAC0001,86071,1939,2,196.1,Y
IDCJAC0001,86071,1939,3,20.1,Y
IDCJAC0001,86071,1939,4,113.9,Y
IDCJAC0001,86071,1939,5,50.6,Y
IDCJAC0001,86071,1939,6,78.8,Y
IDCJAC0001,86071,1939,7,24.1,Y
IDCJAC0001,86071,1939,8,110.8,Y
IDCJAC0001,86071,1939,9,53.5,Y
IDCJAC0001,86071,1939,10,52.5,Y
IDCJAC0001,86071,1939,11,116.3,Y
IDCJAC0001,86071,1939,12,17.6,Y
IDCJAC0001,86071,1940,1,50.4,Y
IDCJAC0001,86071,1940,2,12.1,Y
IDCJAC0001,86071,1940,3,15.9,Y
IDCJAC0001,86071,1940,4,84.7,Y
IDCJAC0001,86071,1940,5,31.7,Y
IDCJAC0001,86071,1940,6,42.3,Y
IDCJAC0001,86071,1940,7,53.4,Y
IDCJAC0001,86071,1940,8,28.6,Y
IDCJAC0001,86071,1940,9,70.2,Y
IDCJAC0001,86071,1940,10,20.2,Y
IDCJAC0001,86071,1940,11,42.5,Y
IDCJAC0001,86071,1940,12,53,Y
IDCJAC0001,86071,1941,1,169.3,Y
IDCJAC0001,86071,1941,2,22.2,Y
IDCJAC0001,86071,1941,3,54.8,Y
IDCJAC0001,86071,1941,4,63,Y
IDCJAC0001,86071,1941,5,27.1,Y
IDCJAC0001,86071,1941,6,85.4,Y
IDCJAC0001,86071,1941,7,58.4,Y
IDCJAC0001,86071,1941,8,66.9,Y
IDCJAC0001,86071,1941,9,81.5,Y
IDCJAC0001,86071,1941,10,42.5,Y
IDCJAC0001,86071,1941,11,42.1,Y
IDCJAC0001,86071,1941,12,95.4,Y
IDCJAC0001,86071,1942,1,35.8,Y
IDCJAC0001,86071,1942,2,79.8,Y
IDCJAC0001,86071,1942,3,96.6,Y
IDCJAC0001,86071,1942,4,51.8,Y
IDCJAC0001,86071,1942,5,142.5,Y
IDCJAC0001,86071,1942,6,31.3,Y
IDCJAC0001,86071,1942,7,38.2,Y
IDCJAC0001,86071,1942,8,43.3,Y
IDCJAC0001,86071,1942,9,50.1,Y
IDCJAC0001,86071,1942,10,59.2,Y
IDCJAC0001,86071,1942,11,95.8,Y
IDCJAC0001,86071,1942,12,33.5,Y
IDCJAC0001,86071,1943,1,71.9,Y
IDCJAC0001,86071,1943,2,41.8,Y
IDCJAC0001,86071,1943,3,11.8,Y
IDCJAC0001,86071,1943,4,55.1,Y
IDCJAC0001,86071,1943,5,15.4,Y
IDCJAC0001,86071,1943,6,58,Y
IDCJAC0001,86071,1943,7,31.4,Y
IDCJAC0001,86071,1943,8,24.3,Y
IDCJAC0001,86071,1943,9,50.5,Y
IDCJAC0001,86071,1943,10,21.3,Y
IDCJAC0001,86071,1943,11,79.3,Y
IDCJAC0001,86071,1943,12,17.4,Y
IDCJAC0001,86071,1944,1,18.9,Y
IDCJAC0001,86071,1944,2,10.1,Y
IDCJAC0001,86071,1944,3,41.4,Y
IDCJAC0001,86071,1944,4,86.6,Y
IDCJAC0001,86071,1944,5,112.4,Y
IDCJAC0001,86071,1944,6,37.3,Y
IDCJAC0001,86071,1944,7,30.5,Y
IDCJAC0001,86071,1944,8,15.1,Y
IDCJAC0001,86071,1944,9,36.2,Y
IDCJAC0001,86071,1944,10,53.5,Y
IDCJAC0001,86071,1944,11,28.5,Y
IDCJAC0001,86071,1944,12,72.7,Y
IDCJAC0001,86071,1945,1,56.7,Y
IDCJAC0001,86071,1945,2,32.1,Y
IDCJAC0001,86071,1945,3,14.6,Y
IDCJAC0001,86071,1945,4,21.3,Y
IDCJAC0001,86071,1945,5,66.2,Y
IDCJAC0001,86071,1945,6,38,Y
IDCJAC0001,86071,1945,7,61.8,Y
IDCJAC0001,86071,1945,8,54.7,Y
IDCJAC0001,86071,1945,9,34,Y
IDCJAC0001,86071,1945,10,27.4,Y
IDCJAC0001,86071,1945,11,59.7,Y
IDCJAC0001,86071,1945,12,23.2,Y
IDCJAC0001,86071,1946,1,67.8,Y
IDCJAC0001,86071,1946,2,178.1,Y
IDCJAC0001,86071,1946,3,50.5,Y
IDCJAC0001,86071,1946,4,62.3,Y
IDCJAC0001,86071,1946,5,15.5,Y
IDCJAC0001,86071,1946,6,74.5,Y
IDCJAC0001,86071,1946,7,38.7,Y
IDCJAC0001,86071,1946,8,34.6,Y
IDCJAC0001,86071,1946,9,74.7,Y
IDCJAC0001,86071,1946,10,39.6,Y
IDCJAC0001,86071,1946,11,45.3,Y
IDCJAC0001,86071,1946,12,76.3,Y
IDCJAC0001,86071,1947,1,16.5,Y
IDCJAC0001,86071,1947,2,35.3,Y
IDCJAC0001,86071,1947,3,145.8,Y
IDCJAC0001,86071,1947,4,83.8,Y
IDCJAC0001,86071,1947,5,12,Y
IDCJAC0001,86071,1947,6,29.7,Y
IDCJAC0001,86071,1947,7,94.5,Y
IDCJAC0001,86071,1947,8,32.4,Y
IDCJAC0001,86071,1947,9,55.9,Y
IDCJAC0001,86071,1947,10,118.5,Y
IDCJAC0001,86071,1947,11,51.4,Y
IDCJAC0001,86071,1947,12,99.5,Y
IDCJAC0001,86071,1948,1,31.4,Y
IDCJAC0001,86071,1948,2,49.5,Y
IDCJAC0001,86071,1948,3,7.4,Y
IDCJAC0001,86071,1948,4,85.7,Y
IDCJAC0001,86071,1948,5,46.7,Y
IDCJAC0001,86071,1948,6,34,Y
IDCJAC0001,86071,1948,7,14.8,Y
IDCJAC0001,86071,1948,8,30.1,Y
IDCJAC0001,86071,1948,9,49.8,Y
IDCJAC0001,86071,1948,10,91,Y
IDCJAC0001,86071,1948,11,49.8,Y
IDCJAC0001,86071,1948,12,43.8,Y
IDCJAC0001,86071,1949,1,34.1,Y
IDCJAC0001,86071,1949,2,61.8,Y
IDCJAC0001,86071,1949,3,133.5,Y
IDCJAC0001,86071,1949,4,30.4,Y
IDCJAC0001,86071,1949,5,63.8,Y
IDCJAC0001,86071,1949,6,52.4,Y
IDCJAC0001,86071,1949,7,56.4,Y
IDCJAC0001,86071,1949,8,25.1,Y
IDCJAC0001,86071,1949,9,40.9,Y
IDCJAC0001,86071,1949,10,128.6,Y
IDCJAC0001,86071,1949,11,139.9,Y
IDCJAC0001,86071,1949,12,31.6,Y
IDCJAC0001,86071,1950,1,13,Y
IDCJAC0001,86071,1950,2,107.3,Y
IDCJAC0001,86071,1950,3,88.4,Y
IDCJAC0001,86071,1950,4,42.5,Y
IDCJAC0001,86071,1950,5,59.9,Y
IDCJAC0001,86071,1950,6,21.4,Y
IDCJAC0001,86071,1950,7,35.4,Y
IDCJAC0001,86071,1950,8,31.4,Y
IDCJAC0001,86071,1950,9,75.5,Y
IDCJAC0001,86071,1950,10,79.3,Y
IDCJAC0001,86071,1950,11,51.2,Y
IDCJAC0001,86071,1950,12,61.5,Y
IDCJAC0001,86071,1951,1,32.7,Y
IDCJAC0001,86071,1951,2,139.3,Y
IDCJAC0001,86071,1951,3,4.9,Y
IDCJAC0001,86071,1951,4,83.8,Y
IDCJAC0001,86071,1951,5,96.4,Y
IDCJAC0001,86071,1951,6,65.2,Y
IDCJAC0001,86071,1951,7,74,Y
IDCJAC0001,86071,1951,8,70.5,Y
IDCJAC0001,86071,1951,9,47.5,Y
IDCJAC0001,86071,1951,10,43.6,Y
IDCJAC0001,86071,1951,11,46.3,Y
IDCJAC0001,86071,1951,12,55.3,Y
IDCJAC0001,86071,1952,1,22.9,Y
IDCJAC0001,86071,1952,2,55.6,Y
IDCJAC0001,86071,1952,3,35.8,Y
IDCJAC0001,86071,1952,4,49.5,Y
IDCJAC0001,86071,1952,5,78.2,Y
IDCJAC0001,86071,1952,6,89.3,Y
IDCJAC0001,86071,1952,7,125.8,Y
IDCJAC0001,86071,1952,8,70.5,Y
